idx,needle_pixel_ratio,loss_bce,loss_dice,loss_focal,loss_combined,dice,iou,dice_testpy,iou_testpy
143,0.0063629150390625,0.6912268996238708,0.9820713996887207,0.13818223774433136,1.7423894181847572,0.8690330478959204,0.7683982688995709,0.6343042077114819,0.4644549775723816
144,0.011962890625,0.6914225816726685,0.9656011462211609,0.1394747644662857,1.7267611101269722,0.7875417131326242,0.6495412847251915,0.5886178865133187,0.4170506919158402
145,0.009429931640625,0.6898236274719238,0.9715834856033325,0.13801461458206177,1.7304144203662872,0.8432776453116327,0.7290233841416459,0.7519841272301745,0.6025437208226649
146,0.015777587890625,0.6905852556228638,0.9571882486343384,0.138913094997406,1.7172300517559052,0.765336765437436,0.61987491339828,0.5217965657055504,0.3529937449928563
147,0.007598876953125,0.6904380321502686,0.9771448969841003,0.13806480169296265,1.7366153299808502,0.8800773695550508,0.7858376514925084,0.755828221158493,0.6074950698077021
148,0.0115509033203125,0.6916399598121643,0.9692435264587402,0.1389409601688385,1.7303539663553238,0.6888888890708252,0.52542372923691,0.48715509087806363,0.32201257946916656
149,0.0063629150390625,0.6909348964691162,0.9807420969009399,0.13822387158870697,1.7407889291644096,0.8434886501272537,0.7293388435344239,0.7488986787828213,0.598591550238048
150,0.007965087890625,0.6902190446853638,0.9754446148872375,0.13808375597000122,1.734705537557602,0.8670212767136335,0.7652582163297994,0.7473560520007567,0.5966228900626213
151,0.011444091796875,0.6903306841850281,0.9668877124786377,0.13846394419670105,1.7264503687620163,0.6843930637662468,0.5202108967309218,0.6998341627696234,0.5382653067113963
152,0.009429931640625,0.6913021802902222,0.9719827175140381,0.13890624046325684,1.7327380180358887,0.730413325274267,0.5753158410346784,0.6700201210563178,0.5037821490109196
153,0.00689697265625,0.69048011302948,0.9782028198242188,0.13815739750862122,1.7377616316080093,0.8834355829412724,0.7912087915911927,0.809768637776647,0.68034557304461
154,0.0125885009765625,0.6888903379440308,0.9601413011550903,0.1383308470249176,1.71819706261158,0.8062015504877511,0.6753246756057795,0.8345514951265439,0.7160775373818956
155,0.011688232421875,0.689482569694519,0.9641803503036499,0.13836994767189026,1.722847893834114,0.8303951368812188,0.7099792102806869,0.7568412824418754,0.60880503193861
156,0.005401611328125,0.6930158734321594,0.9863462448120117,0.13888221979141235,1.7488032281398773,0.614354067354685,0.4433701665146821,0.3781512618106066,0.23316062374828853
157,0.002166748046875,0.6925292015075684,0.9938638806343079,0.1384752094745636,1.755630686879158,0.8527607366479732,0.7433155093940347,0.7232142869499362,0.5664335694654995
158,0.0093841552734375,0.6904247999191284,0.9725081920623779,0.13823628425598145,1.732051134109497,0.85590778108364,0.7481108315514977,0.17888563170251373,0.0982286648981825
159,0.0088348388671875,0.6901766657829285,0.9735546112060547,0.13810554146766663,1.7327840477228165,0.844668346058213,0.7311046515536269,0.7478991599286774,0.597315436917256
160,0.0060882568359375,0.6929909586906433,0.9838975667953491,0.1392512172460556,1.7465141341090202,0.7070484584724136,0.5468483823733418,0.44745762805515654,0.28820960854102706
161,0.0097503662109375,0.6905964612960815,0.9736214280128479,0.1380530595779419,1.7332444190979004,0.8178202069866188,0.6917900407916688,0.5561735266338448,0.3852080132739476
162,0.0055694580078125,0.6942309141159058,0.9840326309204102,0.14034676551818848,1.7484369277954102,0.5904203327561873,0.4188626915133666,0.5996592851794561,0.4282238456734213
163,0.0087127685546875,0.689507246017456,0.9725363254547119,0.1378534734249115,1.7309703081846237,0.897243107855269,0.8136363639187327,0.8267477205402759,0.704663212945314
164,0.0129852294921875,0.6878994703292847,0.9599610567092896,0.137534499168396,1.7166277766227722,0.8942252716442394,0.8086866599703344,0.8046928917842009,0.673210162040173
165,0.01348876953125,0.6881639361381531,0.9589720964431763,0.13770413398742676,1.7159880995750427,0.8698884759055292,0.7697368423216758,0.7863818425992111,0.6479647968669254
166,0.0044708251953125,0.691967785358429,0.9876002073287964,0.13835188746452332,1.748743936419487,0.7858243454763878,0.647208122722822,0.6651583717982842,0.4983050864464234
167,0.0118560791015625,0.6909753084182739,0.9618618488311768,0.1397494524717331,1.7227118834853172,0.7183826987689786,0.56052824683747,0.8168642952458075,0.6904231629282593
168,0.0083465576171875,0.6910896301269531,0.9752170443534851,0.1385694146156311,1.7355913817882538,0.78016284250173,0.6395631072335399,0.7316017318922059,0.5767918095959184
